case_id,block,generation_order,instance_id,N,admission,compatibility,dag_density,outsource_multiplier,seed,instance_path,expected_sha256,actual_sha256,hash_match,data_files_complete,missing_or_mismatched_files,reused_existing_instance,generation_process
STR_059,main_factorial,59,stress_N0200_A080_C080_DH_O090_S20268059,200,0.8,0.8,H,0.9,20268059,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_059\instances\stress_N0200_A080_C080_DH_O090_S20268059,f23fcdbf9f5ea8186571bd797f77f1b236385408ef11dca9d1f7c51155950f8b,f23fcdbf9f5ea8186571bd797f77f1b236385408ef11dca9d1f7c51155950f8b,True,True,,True,reused
STR_060,main_factorial,60,stress_N0200_A080_C080_DH_O110_S20268060,200,0.8,0.8,H,1.1,20268060,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_060\instances\stress_N0200_A080_C080_DH_O110_S20268060,240281d3eda8f6428098630fd27a30f09f83b61df7e7b1ec50c3c4bfdc2466ad,240281d3eda8f6428098630fd27a30f09f83b61df7e7b1ec50c3c4bfdc2466ad,True,True,,True,reused
STR_061,main_factorial,61,stress_N0200_A100_C050_DL_O090_S20268061,200,1.0,0.5,L,0.9,20268061,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_061\instances\stress_N0200_A100_C050_DL_O090_S20268061,2f167a18abdf0e4b0dd68c01f8d552473d95260ec340bbfbea4de25d34d65197,2f167a18abdf0e4b0dd68c01f8d552473d95260ec340bbfbea4de25d34d65197,True,True,,True,reused
STR_062,main_factorial,62,stress_N0200_A100_C050_DL_O110_S20268062,200,1.0,0.5,L,1.1,20268062,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_062\instances\stress_N0200_A100_C050_DL_O110_S20268062,54ce1a1c8b7c4dd9ec07395c8e7640fecf17494e3a4ffcbd939a0d44a177968c,54ce1a1c8b7c4dd9ec07395c8e7640fecf17494e3a4ffcbd939a0d44a177968c,True,True,,True,reused
STR_063,main_factorial,63,stress_N0200_A100_C050_DM_O090_S20268063,200,1.0,0.5,M,0.9,20268063,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_063\instances\stress_N0200_A100_C050_DM_O090_S20268063,776e0945f2492d766609d682f7d14adb3d0195b00d8f230f15a2deb5ebbf8682,776e0945f2492d766609d682f7d14adb3d0195b00d8f230f15a2deb5ebbf8682,True,True,,True,reused
STR_064,main_factorial,64,stress_N0200_A100_C050_DM_O110_S20268064,200,1.0,0.5,M,1.1,20268064,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_064\instances\stress_N0200_A100_C050_DM_O110_S20268064,85d5bb2203497101cbb422d6ef195b8869b74b5f6de72d73ddae9b28ee6eab10,85d5bb2203497101cbb422d6ef195b8869b74b5f6de72d73ddae9b28ee6eab10,True,True,,True,reused
STR_065,main_factorial,65,stress_N0200_A100_C050_DH_O090_S20268065,200,1.0,0.5,H,0.9,20268065,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_065\instances\stress_N0200_A100_C050_DH_O090_S20268065,7b1eb839c6a34730119d9e042210d9d29f7a27bbf1c6737281509e5141a346f8,7b1eb839c6a34730119d9e042210d9d29f7a27bbf1c6737281509e5141a346f8,True,True,,True,reused
STR_066,main_factorial,66,stress_N0200_A100_C050_DH_O110_S20268066,200,1.0,0.5,H,1.1,20268066,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_066\instances\stress_N0200_A100_C050_DH_O110_S20268066,2b0ab198b98907cdeac211a053b8af709e397bf68134cea8d9a0ca67738315bd,2b0ab198b98907cdeac211a053b8af709e397bf68134cea8d9a0ca67738315bd,True,True,,True,reused
STR_067,main_factorial,67,stress_N0200_A100_C080_DL_O090_S20268067,200,1.0,0.8,L,0.9,20268067,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_067\instances\stress_N0200_A100_C080_DL_O090_S20268067,05bfc7072b7884aed2f3ac5fa69a451274a6248f1d80ad61e89e724c6678a7a7,05bfc7072b7884aed2f3ac5fa69a451274a6248f1d80ad61e89e724c6678a7a7,True,True,,True,reused
STR_068,main_factorial,68,stress_N0200_A100_C080_DL_O110_S20268068,200,1.0,0.8,L,1.1,20268068,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_068\instances\stress_N0200_A100_C080_DL_O110_S20268068,7765d2f4dc26408ddd2713587208cb2fe28ada92ce282d75c9d781b7aa7414a0,7765d2f4dc26408ddd2713587208cb2fe28ada92ce282d75c9d781b7aa7414a0,True,True,,True,reused
STR_069,main_factorial,69,stress_N0200_A100_C080_DM_O090_S20268069,200,1.0,0.8,M,0.9,20268069,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_069\instances\stress_N0200_A100_C080_DM_O090_S20268069,ad3ddad48ac8a15b6079251ea69e85310b99d0b37c037e440d7035c3cfa4b923,ad3ddad48ac8a15b6079251ea69e85310b99d0b37c037e440d7035c3cfa4b923,True,True,,True,reused
STR_070,main_factorial,70,stress_N0200_A100_C080_DM_O110_S20268070,200,1.0,0.8,M,1.1,20268070,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_070\instances\stress_N0200_A100_C080_DM_O110_S20268070,107468a7d5942954de8540d38d541d1ec1b50a3f28d91b440721320be040030e,107468a7d5942954de8540d38d541d1ec1b50a3f28d91b440721320be040030e,True,True,,True,reused
STR_071,main_factorial,71,stress_N0200_A100_C080_DH_O090_S20268071,200,1.0,0.8,H,0.9,20268071,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_071\instances\stress_N0200_A100_C080_DH_O090_S20268071,d07f78b4cd1a0fa65af5bde46e699bbd3b8453d40357383864f4d9b84e8223f9,d07f78b4cd1a0fa65af5bde46e699bbd3b8453d40357383864f4d9b84e8223f9,True,True,,True,reused
STR_072,main_factorial,72,stress_N0200_A100_C080_DH_O110_S20268072,200,1.0,0.8,H,1.1,20268072,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_072\instances\stress_N0200_A100_C080_DH_O110_S20268072,cc54d1b8fb61d3821ab554baf4bd622eeab4216a08b3ada1b39e4a5f29ff94b0,cc54d1b8fb61d3821ab554baf4bd622eeab4216a08b3ada1b39e4a5f29ff94b0,True,True,,True,reused
STR_073,main_factorial,73,stress_N0400_A050_C050_DL_O090_S20268073,400,0.5,0.5,L,0.9,20268073,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_073\instances\stress_N0400_A050_C050_DL_O090_S20268073,31e1ce75e7d7aef6e9a1577d73bde6159665e06df400a26f198262742da8d01b,31e1ce75e7d7aef6e9a1577d73bde6159665e06df400a26f198262742da8d01b,True,True,,True,reused
STR_074,main_factorial,74,stress_N0400_A050_C050_DL_O110_S20268074,400,0.5,0.5,L,1.1,20268074,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_074\instances\stress_N0400_A050_C050_DL_O110_S20268074,f958a4b96f190299c4f2ee9d612d86f31fe4cfe78332d06fa22adc032895ff3f,f958a4b96f190299c4f2ee9d612d86f31fe4cfe78332d06fa22adc032895ff3f,True,True,,True,reused
STR_075,main_factorial,75,stress_N0400_A050_C050_DM_O090_S20268075,400,0.5,0.5,M,0.9,20268075,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_075\instances\stress_N0400_A050_C050_DM_O090_S20268075,679d92797d4be9a840436ec67c898f5cf483f45c63beda81bc3f7fd4c08b1f35,679d92797d4be9a840436ec67c898f5cf483f45c63beda81bc3f7fd4c08b1f35,True,True,,True,reused
STR_076,main_factorial,76,stress_N0400_A050_C050_DM_O110_S20268076,400,0.5,0.5,M,1.1,20268076,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_076\instances\stress_N0400_A050_C050_DM_O110_S20268076,b813411fedb4b6236d2e54dfe4171dae5478a9e45c4bc670c47f2d9b51bd18ba,b813411fedb4b6236d2e54dfe4171dae5478a9e45c4bc670c47f2d9b51bd18ba,True,True,,True,reused
STR_077,main_factorial,77,stress_N0400_A050_C050_DH_O090_S20268077,400,0.5,0.5,H,0.9,20268077,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_077\instances\stress_N0400_A050_C050_DH_O090_S20268077,f451ce0cd7e4fc60cedbfba45ceb4fca603f3b59a9139c62c1b45a46f6947eab,f451ce0cd7e4fc60cedbfba45ceb4fca603f3b59a9139c62c1b45a46f6947eab,True,True,,True,reused
STR_078,main_factorial,78,stress_N0400_A050_C050_DH_O110_S20268078,400,0.5,0.5,H,1.1,20268078,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_078\instances\stress_N0400_A050_C050_DH_O110_S20268078,b3ecafcf8361c4d263bda8b2ac0dc0d8762f3697b83cd364f540594fec1a5578,b3ecafcf8361c4d263bda8b2ac0dc0d8762f3697b83cd364f540594fec1a5578,True,True,,True,reused
STR_079,main_factorial,79,stress_N0400_A050_C080_DL_O090_S20268079,400,0.5,0.8,L,0.9,20268079,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_079\instances\stress_N0400_A050_C080_DL_O090_S20268079,583f47f68d9a795ad2ffc36aa1dcbd8ed28bfda1ba3862354f39a7f3f0b71bce,583f47f68d9a795ad2ffc36aa1dcbd8ed28bfda1ba3862354f39a7f3f0b71bce,True,True,,True,reused
STR_080,main_factorial,80,stress_N0400_A050_C080_DL_O110_S20268080,400,0.5,0.8,L,1.1,20268080,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_080\instances\stress_N0400_A050_C080_DL_O110_S20268080,9f3e100dd3e7085e5591f1802e1f769c8d9fb563f48bd130d5105e3eafeeb892,9f3e100dd3e7085e5591f1802e1f769c8d9fb563f48bd130d5105e3eafeeb892,True,True,,True,reused
STR_081,main_factorial,81,stress_N0400_A050_C080_DM_O090_S20268081,400,0.5,0.8,M,0.9,20268081,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_081\instances\stress_N0400_A050_C080_DM_O090_S20268081,1079c0d973e37d5f19e6d2e1fbd40f037593f612f8727624c6f6843fd8d9c63c,1079c0d973e37d5f19e6d2e1fbd40f037593f612f8727624c6f6843fd8d9c63c,True,True,,True,reused
STR_082,main_factorial,82,stress_N0400_A050_C080_DM_O110_S20268082,400,0.5,0.8,M,1.1,20268082,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_082\instances\stress_N0400_A050_C080_DM_O110_S20268082,9e0f0c4f52b69dbb4244d0183b64f5711eec5569d5059dc40868b269d5d732b2,9e0f0c4f52b69dbb4244d0183b64f5711eec5569d5059dc40868b269d5d732b2,True,True,,True,reused
STR_083,main_factorial,83,stress_N0400_A050_C080_DH_O090_S20268083,400,0.5,0.8,H,0.9,20268083,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_083\instances\stress_N0400_A050_C080_DH_O090_S20268083,2d189b1722e4120ba016dcd74a2ae77c182d8137c031025cf13cdd3ef4e2c690,2d189b1722e4120ba016dcd74a2ae77c182d8137c031025cf13cdd3ef4e2c690,True,True,,True,reused
STR_084,main_factorial,84,stress_N0400_A050_C080_DH_O110_S20268084,400,0.5,0.8,H,1.1,20268084,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_084\instances\stress_N0400_A050_C080_DH_O110_S20268084,c86316d622d2a13d9db471e954bac3f8015573115d5d8d8c9982d69f85c771f0,c86316d622d2a13d9db471e954bac3f8015573115d5d8d8c9982d69f85c771f0,True,True,,True,reused
STR_085,main_factorial,85,stress_N0400_A080_C050_DL_O090_S20268085,400,0.8,0.5,L,0.9,20268085,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_085\instances\stress_N0400_A080_C050_DL_O090_S20268085,e7b18aac82c76a0e933247cad850857a567da060ec230371a273985fdf414cac,e7b18aac82c76a0e933247cad850857a567da060ec230371a273985fdf414cac,True,True,,True,reused
STR_086,main_factorial,86,stress_N0400_A080_C050_DL_O110_S20268086,400,0.8,0.5,L,1.1,20268086,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_086\instances\stress_N0400_A080_C050_DL_O110_S20268086,51ad6ae1924b87e8d786a1c0d40ab5afd391284fcb77e7026fff085403f620c4,51ad6ae1924b87e8d786a1c0d40ab5afd391284fcb77e7026fff085403f620c4,True,True,,True,reused
STR_087,main_factorial,87,stress_N0400_A080_C050_DM_O090_S20268087,400,0.8,0.5,M,0.9,20268087,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_087\instances\stress_N0400_A080_C050_DM_O090_S20268087,09d65ae99f75392f9b38d2d246c64180778019d11afbb509013a713af85aa7c6,09d65ae99f75392f9b38d2d246c64180778019d11afbb509013a713af85aa7c6,True,True,,True,reused
STR_088,main_factorial,88,stress_N0400_A080_C050_DM_O110_S20268088,400,0.8,0.5,M,1.1,20268088,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_088\instances\stress_N0400_A080_C050_DM_O110_S20268088,82ef8d4de6176aed5b8701089199f24865faad43bc553be64c085109412e2853,82ef8d4de6176aed5b8701089199f24865faad43bc553be64c085109412e2853,True,True,,True,reused
STR_089,main_factorial,89,stress_N0400_A080_C050_DH_O090_S20268089,400,0.8,0.5,H,0.9,20268089,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_089\instances\stress_N0400_A080_C050_DH_O090_S20268089,cdeab07ca6b06c7182606795b04a35f84a63183295b8c12a1bbc211fe25872b8,cdeab07ca6b06c7182606795b04a35f84a63183295b8c12a1bbc211fe25872b8,True,True,,True,reused
STR_090,main_factorial,90,stress_N0400_A080_C050_DH_O110_S20268090,400,0.8,0.5,H,1.1,20268090,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_090\instances\stress_N0400_A080_C050_DH_O110_S20268090,224be47cb89dfe2e35a3032e2fdff90ca529fb32579d2599e06d60b4018a9057,224be47cb89dfe2e35a3032e2fdff90ca529fb32579d2599e06d60b4018a9057,True,True,,True,reused
STR_091,main_factorial,91,stress_N0400_A080_C080_DL_O090_S20268091,400,0.8,0.8,L,0.9,20268091,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_091\instances\stress_N0400_A080_C080_DL_O090_S20268091,91bb2a4129389470c3d541b45b0e7962edd5a779f0c9e9c3d07d92d67906751c,91bb2a4129389470c3d541b45b0e7962edd5a779f0c9e9c3d07d92d67906751c,True,True,,True,reused
STR_092,main_factorial,92,stress_N0400_A080_C080_DL_O110_S20268092,400,0.8,0.8,L,1.1,20268092,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_092\instances\stress_N0400_A080_C080_DL_O110_S20268092,c273a2ed96dfe3ddea5ad8c7f888b6c72157c5438a68a9aca8ffc5f050ad59c5,c273a2ed96dfe3ddea5ad8c7f888b6c72157c5438a68a9aca8ffc5f050ad59c5,True,True,,True,reused
STR_093,main_factorial,93,stress_N0400_A080_C080_DM_O090_S20268093,400,0.8,0.8,M,0.9,20268093,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_093\instances\stress_N0400_A080_C080_DM_O090_S20268093,43d8b2cd3d313d12e61e9ed92aedc766aecfd13db73c280817842eddebba4bdb,43d8b2cd3d313d12e61e9ed92aedc766aecfd13db73c280817842eddebba4bdb,True,True,,True,reused
STR_094,main_factorial,94,stress_N0400_A080_C080_DM_O110_S20268094,400,0.8,0.8,M,1.1,20268094,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_094\instances\stress_N0400_A080_C080_DM_O110_S20268094,886530d7f5b7b0e5bd6378070165932d4c2c70d4d4abbeefccf17bddd7ba74f0,886530d7f5b7b0e5bd6378070165932d4c2c70d4d4abbeefccf17bddd7ba74f0,True,True,,True,reused
STR_095,main_factorial,95,stress_N0400_A080_C080_DH_O090_S20268095,400,0.8,0.8,H,0.9,20268095,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_095\instances\stress_N0400_A080_C080_DH_O090_S20268095,cb2edfb600a1631fad6e5ca12990ee9fa03d4ddbcd6640d60d0aa2c0f461add5,cb2edfb600a1631fad6e5ca12990ee9fa03d4ddbcd6640d60d0aa2c0f461add5,True,True,,True,reused
STR_096,main_factorial,96,stress_N0400_A080_C080_DH_O110_S20268096,400,0.8,0.8,H,1.1,20268096,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_096\instances\stress_N0400_A080_C080_DH_O110_S20268096,67149eb1a2e976f1e4cbf9c5558ed4f4be0f1f733d7db2bd1b2e8e4a10671f4c,67149eb1a2e976f1e4cbf9c5558ed4f4be0f1f733d7db2bd1b2e8e4a10671f4c,True,True,,True,reused
STR_097,main_factorial,97,stress_N0400_A100_C050_DL_O090_S20268097,400,1.0,0.5,L,0.9,20268097,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_097\instances\stress_N0400_A100_C050_DL_O090_S20268097,51ee450ae586549b7fc7bfa53d3ad73e134c0da2b97b7709f8452d2a0752c902,51ee450ae586549b7fc7bfa53d3ad73e134c0da2b97b7709f8452d2a0752c902,True,True,,True,reused
STR_098,main_factorial,98,stress_N0400_A100_C050_DL_O110_S20268098,400,1.0,0.5,L,1.1,20268098,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_098\instances\stress_N0400_A100_C050_DL_O110_S20268098,4f4d61d541b775177053ceefa3146fdd8a212c053276343d080b571a37c3ed34,4f4d61d541b775177053ceefa3146fdd8a212c053276343d080b571a37c3ed34,True,True,,True,reused
STR_099,main_factorial,99,stress_N0400_A100_C050_DM_O090_S20268099,400,1.0,0.5,M,0.9,20268099,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_099\instances\stress_N0400_A100_C050_DM_O090_S20268099,adbbd4ffbd376456aaaa9b4063849e36951c158e56248d5b994970394a29a6c8,adbbd4ffbd376456aaaa9b4063849e36951c158e56248d5b994970394a29a6c8,True,True,,True,reused
STR_100,main_factorial,100,stress_N0400_A100_C050_DM_O110_S20268100,400,1.0,0.5,M,1.1,20268100,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_100\instances\stress_N0400_A100_C050_DM_O110_S20268100,2900813678e7757c943ab3be991493769d7095bdba3e78a149c505dc40d2a9d7,2900813678e7757c943ab3be991493769d7095bdba3e78a149c505dc40d2a9d7,True,True,,True,reused
STR_101,main_factorial,101,stress_N0400_A100_C050_DH_O090_S20268101,400,1.0,0.5,H,0.9,20268101,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_101\instances\stress_N0400_A100_C050_DH_O090_S20268101,2a41beff58bb5d25d855416f6012db92e09c43c11e53a1751d9d3a7adf5df4b0,2a41beff58bb5d25d855416f6012db92e09c43c11e53a1751d9d3a7adf5df4b0,True,True,,True,reused
STR_102,main_factorial,102,stress_N0400_A100_C050_DH_O110_S20268102,400,1.0,0.5,H,1.1,20268102,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_102\instances\stress_N0400_A100_C050_DH_O110_S20268102,c582bcbe13827962e7eb6e416a06182806a4222d78e3f858be3fe36d7c555baf,c582bcbe13827962e7eb6e416a06182806a4222d78e3f858be3fe36d7c555baf,True,True,,True,reused
STR_103,main_factorial,103,stress_N0400_A100_C080_DL_O090_S20268103,400,1.0,0.8,L,0.9,20268103,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_103\instances\stress_N0400_A100_C080_DL_O090_S20268103,dac6d7604dd42d254d20b91453617d1ca04a76820fbe7773d8ee1a65493155f1,dac6d7604dd42d254d20b91453617d1ca04a76820fbe7773d8ee1a65493155f1,True,True,,True,reused
STR_104,main_factorial,104,stress_N0400_A100_C080_DL_O110_S20268104,400,1.0,0.8,L,1.1,20268104,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_104\instances\stress_N0400_A100_C080_DL_O110_S20268104,c21edf4e0387166609cd3dcef900698cb574bd5e8bf3a8f9116cb6bf75ced682,c21edf4e0387166609cd3dcef900698cb574bd5e8bf3a8f9116cb6bf75ced682,True,True,,True,reused
STR_105,main_factorial,105,stress_N0400_A100_C080_DM_O090_S20268105,400,1.0,0.8,M,0.9,20268105,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_105\instances\stress_N0400_A100_C080_DM_O090_S20268105,384446b5cd660f1f320a63bb6bf5e49d088f5fe863f2a8498d1ea9b227793d7b,384446b5cd660f1f320a63bb6bf5e49d088f5fe863f2a8498d1ea9b227793d7b,True,True,,True,reused
STR_106,main_factorial,106,stress_N0400_A100_C080_DM_O110_S20268106,400,1.0,0.8,M,1.1,20268106,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_106\instances\stress_N0400_A100_C080_DM_O110_S20268106,dd804d529e4d72d9f22d7c47df2f10532c097484d3dac982692441281e091687,dd804d529e4d72d9f22d7c47df2f10532c097484d3dac982692441281e091687,True,True,,True,reused
STR_107,main_factorial,107,stress_N0400_A100_C080_DH_O090_S20268107,400,1.0,0.8,H,0.9,20268107,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_107\instances\stress_N0400_A100_C080_DH_O090_S20268107,41fcb611d113d0d8b3f9a50786c9b3ce1999e7657aef319b5c38bec823c26c63,41fcb611d113d0d8b3f9a50786c9b3ce1999e7657aef319b5c38bec823c26c63,True,True,,True,reused
STR_108,main_factorial,108,stress_N0400_A100_C080_DH_O110_S20268108,400,1.0,0.8,H,1.1,20268108,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\STR_108\instances\stress_N0400_A100_C080_DH_O110_S20268108,b86164b1a150e3ca5bfb53d50356804d18eb2b5d039eff3c4f3caa23f5260e10,b86164b1a150e3ca5bfb53d50356804d18eb2b5d039eff3c4f3caa23f5260e10,True,True,,True,reused
REP_01,independent_replication,109,stress_N0100_A050_C050_DL_O090_S20269001,100,0.5,0.5,L,0.9,20269001,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_01\instances\stress_N0100_A050_C050_DL_O090_S20269001,2b80c8ac91729ed75adb3d4beeb0824a21a9f03ae6147eeae074f83bc4f39878,2b80c8ac91729ed75adb3d4beeb0824a21a9f03ae6147eeae074f83bc4f39878,True,True,,True,reused
REP_02,independent_replication,110,stress_N0100_A050_C080_DH_O110_S20269002,100,0.5,0.8,H,1.1,20269002,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_02\instances\stress_N0100_A050_C080_DH_O110_S20269002,bc1e6ff1ba7028bc7378df469ad5e5b695901f83ee0339268b16eb44a8bc604b,bc1e6ff1ba7028bc7378df469ad5e5b695901f83ee0339268b16eb44a8bc604b,True,True,,True,reused
REP_03,independent_replication,111,stress_N0100_A080_C050_DM_O090_S20269003,100,0.8,0.5,M,0.9,20269003,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_03\instances\stress_N0100_A080_C050_DM_O090_S20269003,c89931f80b013efd444b9958525043c78c8dd3298819b190089e265ecb1ade1d,c89931f80b013efd444b9958525043c78c8dd3298819b190089e265ecb1ade1d,True,True,,True,reused
REP_04,independent_replication,112,stress_N0100_A080_C080_DM_O110_S20269004,100,0.8,0.8,M,1.1,20269004,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_04\instances\stress_N0100_A080_C080_DM_O110_S20269004,9e597dba28249320f35b7815aa344d076e67dc8e1374f52d8b065e0fffeda057,9e597dba28249320f35b7815aa344d076e67dc8e1374f52d8b065e0fffeda057,True,True,,True,reused
REP_05,independent_replication,113,stress_N0100_A100_C050_DH_O110_S20269005,100,1.0,0.5,H,1.1,20269005,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_05\instances\stress_N0100_A100_C050_DH_O110_S20269005,90b7948c4ed49b58c39222ee0d043120edb03a008fed0f780fa55ae5055cc1bf,90b7948c4ed49b58c39222ee0d043120edb03a008fed0f780fa55ae5055cc1bf,True,True,,True,reused
REP_06,independent_replication,114,stress_N0100_A100_C080_DL_O090_S20269006,100,1.0,0.8,L,0.9,20269006,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_06\instances\stress_N0100_A100_C080_DL_O090_S20269006,4cf68725dfe738231c5a99ff63a8328642208f438c9840bfc7d33ba3b60bb266,4cf68725dfe738231c5a99ff63a8328642208f438c9840bfc7d33ba3b60bb266,True,True,,True,reused
REP_07,independent_replication,115,stress_N0200_A050_C050_DL_O090_S20269007,200,0.5,0.5,L,0.9,20269007,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_07\instances\stress_N0200_A050_C050_DL_O090_S20269007,490ea91d45717209df11c637d3cd0b8dfff4f8bbf8e6da970f4e69d0487c1ac4,490ea91d45717209df11c637d3cd0b8dfff4f8bbf8e6da970f4e69d0487c1ac4,True,True,,True,reused
REP_08,independent_replication,116,stress_N0200_A050_C080_DH_O110_S20269008,200,0.5,0.8,H,1.1,20269008,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_08\instances\stress_N0200_A050_C080_DH_O110_S20269008,9883c1cd30fe65daded676185ad1ce612cef77f08ab8a77d40817f1bb20634dc,9883c1cd30fe65daded676185ad1ce612cef77f08ab8a77d40817f1bb20634dc,True,True,,True,reused
