complete,stage,case_id,block,generation_order,instance_id,N,admission,compatibility,dag_density,outsource_multiplier,instance_seed,method,repeat,status,returncode,process_timed_out,success,certificate,objective,UB,LB,gap,runtime_s,external_wall_s,validation_passed,root_seconds,network_filter_seconds,filtered_compact_build_seconds,filtered_compact_mip_seconds,pricing_profile_count,pricing_cache_hit_count,profile_equivalence_verified,full_vehicle_exact_pricing,true_dual_verified,negative_candidate_count,route_count,used_vehicle_count,self_task_count,outsource_task_count,self_task_share,outsource_task_share,self_loaded_distance_km,outsource_loaded_distance_km,assignment_complete,unassigned_task_count,duplicated_assignment_count,instance_sha256,configuration_sha256,completed_at,reference_method,reference_objective,objective_matches_certified_reference,compact_status,compact_certificate,compact_objective,compact_LB,compact_gap,compact_runtime_s,objective_matches_compact,compact_speedup_comparable,compact_over_ecp_time,frozen_rcg_status,frozen_rcg_certificate,frozen_rcg_objective,frozen_rcg_runtime_s,ECP_result_origin,compact_result_origin,frozen_rcg_result_origin
True,C,STR_030,main_factorial,30,stress_N0100_A100_C050_DH_O110_S20268030,100,1.0,0.5,H,1.1,20268030,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,722084.6237536744,722084.6237536744,722084.6237536742,3.224423232328728e-16,3.085309900008724,3.3339707999984967,True,2.4503267999971285,0.01634780000313185,0.14226519998919684,0.4667352000105893,50,0,True,True,True,0,50,50,94,6,0.94,0.06,64193.0,2509.0,True,0,0,02701aa998ad30b9010f13c064818405395ebf59a585f52105a2c5c92b152279,bebd8123e35051db12c38a5c68d6ae3a5386f5a7d657a487f85c48226e55f93b,2026-07-21T06:30:20+08:00,frozen RCG-ED,722085.2858840585,True,OPTIMAL,True,722084.6237536187,722084.6237536187,0.0,3.079302899999675,True,True,0.9980530318821353,OPTIMAL,True,722085.2858840585,1.8144148000001223,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_031,main_factorial,31,stress_N0100_A100_C080_DL_O090_S20268031,100,1.0,0.8,L,0.9,20268031,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,717317.4561799006,717317.4561799006,717317.4561799006,0.0,0.3819229000073392,0.5817132000083802,True,0.3800311000086367,0.0,0.0,0.0,50,0,True,True,True,0,50,50,66,34,0.66,0.34,48797.0,19568.0,True,0,0,d4a9e8d8aa9d74c5bc86ee9e1d49bd3e685ea41b8e8817f5cddf29bb8def9058,0847ff0d4927b090486fbd93145a7ff513cff9c7685a70c6927c9642734773fd,2026-07-21T06:30:20+08:00,frozen RCG-ED,717317.4561799007,True,OPTIMAL,True,717317.4561799007,717317.4561799007,0.0,1.2566584999999577,True,True,3.2903460357465057,OPTIMAL,True,717317.4561799007,0.8155296000004455,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_032,main_factorial,32,stress_N0100_A100_C080_DL_O110_S20268032,100,1.0,0.8,L,1.1,20268032,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,709747.2956684745,709747.2956684745,709747.2956684745,0.0,0.5497878000023775,0.7739405000029365,True,0.5469979000044987,0.0,0.0,0.0,50,0,True,True,True,0,50,50,72,28,0.72,0.28,54249.0,10260.0,True,0,0,07d40e562dcaf1ff2924b12e5cda9a50e99503289a7516669a6402f076a50e8b,7a400b60663d7aeac50cc63dc310b29ec23b7adac4f88727dcb2317597d59dcf,2026-07-21T06:30:21+08:00,frozen RCG-ED,709747.2956684746,True,OPTIMAL,True,709747.2956684746,709747.2956684746,0.0,1.3863769999998112,True,True,2.5216583561763577,OPTIMAL,True,709747.2956684746,0.7872748999998294,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_033,main_factorial,33,stress_N0100_A100_C080_DM_O090_S20268033,100,1.0,0.8,M,0.9,20268033,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,730690.713048683,730690.713048683,730690.713048683,0.0,0.7966052999981912,1.0112457999930484,True,0.792759300005855,0.0,0.0,0.0,50,0,True,True,True,0,50,50,68,32,0.68,0.32,50493.0,19261.0,True,0,0,9b8b66e75e078163fd176d6883e6c0714fd25fd2a03bd8265c66647b1748f5f4,7c68e3bd0e6aa7c1a17c0eb68460f47bd78f5794123bc26223021690d17e22d7,2026-07-21T06:30:22+08:00,frozen RCG-ED,730690.713048683,True,OPTIMAL,True,730690.713048683,730690.7130486825,6.372891826760006e-16,2.4729757999998583,True,True,3.1043928530295664,OPTIMAL,True,730690.713048683,1.0840058999997382,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_034,main_factorial,34,stress_N0100_A100_C080_DM_O110_S20268034,100,1.0,0.8,M,1.1,20268034,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,729250.5443448602,729250.5443448602,729250.5443448602,0.0,1.258862999995472,1.4734102999937022,True,1.2531201999954646,0.0,0.0,0.0,50,0,True,True,True,0,50,50,83,17,0.83,0.17,56462.0,9890.0,True,0,0,e6c7edb395ae9b3c70c8f03ab457003a05b88545952672a70ec161290e99baac,0a59fafe79f9709aa3a651f57ca5c809b64530bf38b55bf9005d90efab5988da,2026-07-21T06:30:24+08:00,frozen RCG-ED,729250.5443448604,True,OPTIMAL,True,729250.5443448605,729250.5443448604,1.5963693511057887e-16,2.540920500000084,True,True,2.018424959673311,OPTIMAL,True,729250.5443448604,1.375772599999891,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_035,main_factorial,35,stress_N0100_A100_C080_DH_O090_S20268035,100,1.0,0.8,H,0.9,20268035,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,682136.1438184893,682136.1438184893,682136.1399603408,0.0,1.2081730000063544,1.4085425999946892,True,1.2033743000065442,0.0,0.0,0.0,50,0,True,True,True,0,50,50,66,34,0.66,0.34,46044.0,19509.0,True,0,0,d86ad6524c1b7015c9c27aab4f03a66056ebe9a12cb4d849b773bc5fe089dc6d,8adaee16ada65295c880c62a013c52abbd071483e9eaa2ca775bcf1772ff2148,2026-07-21T06:30:25+08:00,frozen RCG-ED,682136.2509151223,True,OPTIMAL,True,682136.1855215003,682136.1399603414,6.679188097660543e-08,4.852800600000137,True,True,4.016643808440193,OPTIMAL,True,682136.2509151223,1.8931597000000693,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_036,main_factorial,36,stress_N0100_A100_C080_DH_O110_S20268036,100,1.0,0.8,H,1.1,20268036,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,755265.2446492758,755265.2446492758,755265.2446492758,0.0,1.5863439999957336,1.7997680999978911,True,1.5798608000040986,0.0,0.0,0.0,50,0,True,True,True,0,50,50,95,5,0.95,0.05,68527.0,1499.0,True,0,0,2f652385935905e67f7b0d66ff62f67eadd18672b7705b7db61cfaff1517821c,96d8f327c97b7872b87f3601b0960da1d5e8547d47eaf47b520125732a1d9425,2026-07-21T06:30:27+08:00,frozen RCG-ED,755265.2446492758,True,OPTIMAL,True,755265.2446492758,755265.2446492754,4.624149832857522e-16,4.692767799999729,True,True,2.958228354009187,OPTIMAL,True,755265.2446492758,2.0344952999998895,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_037,main_factorial,37,stress_N0200_A050_C050_DL_O090_S20268037,200,0.5,0.5,L,0.9,20268037,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1493528.9584826583,1493528.9584826583,1493528.9584826583,0.0,0.5941506999952253,0.8306817999982741,True,0.5911470999999437,0.0,0.0,0.0,50,0,True,True,True,0,50,50,80,120,0.4,0.6,66684.0,68585.0,True,0,0,2afe016d0781fae28099b75dc139bddfff3d303b25daeaf5b3fcbe67cb6374df,dc9ce3f0c914a14fd1a0d900a1a41fcc29963007a5b83b93f0332e2870b16f9c,2026-07-21T06:30:28+08:00,frozen RCG-ED,1493528.9584826583,True,OPTIMAL,True,1493528.958482659,1493528.9584826573,1.0912506893959972e-15,2.4874935999996524,True,True,4.186637497893451,OPTIMAL,True,1493528.9584826583,0.9252344999999877,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_038,main_factorial,38,stress_N0200_A050_C050_DL_O110_S20268038,200,0.5,0.5,L,1.1,20268038,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1674627.8190498492,1674627.8190498492,1674627.8190498492,0.0,0.7277239000104601,0.9545811999996658,True,0.7245546000049217,0.0,0.0,0.0,50,0,True,True,True,0,50,50,93,107,0.465,0.535,73061.0,62450.0,True,0,0,eb64f32c5de068f2af02a20ab9ce289be229d60842e0924ab376faf6be1b9457,3efcf0d90d7f8ae1670bd64a05d9c81f81f3d4d6a0a8ea7eb679ebf460a4747a,2026-07-21T06:30:29+08:00,frozen RCG-ED,1674627.8190498492,True,OPTIMAL,True,1674627.8190498494,1674627.8190498494,0.0,2.4336445999997522,True,True,3.3441867169193866,OPTIMAL,True,1674627.8190498492,0.8526693000003434,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_039,main_factorial,39,stress_N0200_A050_C050_DM_O090_S20268039,200,0.5,0.5,M,0.9,20268039,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1456366.9980785404,1456366.9980785404,1456366.9980785404,0.0,1.1534219000022858,1.3787200000078883,True,1.1485602000029758,0.0,0.0,0.0,50,0,True,True,True,0,50,50,85,115,0.425,0.575,65640.0,67319.0,True,0,0,616cb1dddc411d419b09105a2b5322afcba17fa4d0a292578ea704a7616f4ae2,3b968d86d8bafcd40a30b75d416eb982acd1216e4ba1c67acfdbd19203b44eab,2026-07-21T06:30:30+08:00,frozen RCG-ED,1456366.9980785414,True,OPTIMAL,True,1456366.9980785414,1456366.998078541,3.197417188951066e-16,4.904959299999973,True,True,4.252528324622805,OPTIMAL,True,1456366.9980785414,1.298581600000034,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_040,main_factorial,40,stress_N0200_A050_C050_DM_O110_S20268040,200,0.5,0.5,M,1.1,20268040,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1645194.9855400508,1645194.9855400508,1645194.9855400508,0.0,1.599055500002578,1.8217961999907857,True,1.59366100000625,0.0,0.0,0.0,50,0,True,True,True,0,50,50,133,67,0.665,0.335,96471.0,38688.0,True,0,0,59b4cb36c52eba9af3e114d05a71c8e10f7d4459a7b516a614ecb1c1cdc02478,e63702bfbbe47a08ec9f701ae3443cdf6fd0b7b9cb449f769ab977e4710cbb83,2026-07-21T06:30:32+08:00,frozen RCG-ED,1645194.9855400508,True,OPTIMAL,True,1645194.9855400508,1645194.9855400505,1.4152161032598867e-16,7.793327599999884,True,True,4.873706760013846,OPTIMAL,True,1645194.9855400508,1.6398823999998058,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_041,main_factorial,41,stress_N0200_A050_C050_DH_O090_S20268041,200,0.5,0.5,H,0.9,20268041,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1462009.7767134162,1462009.7767134162,1462009.6305075325,0.0,2.9268232000031276,3.1606033999996725,True,2.9197313000040594,0.0,0.0,0.0,50,0,True,True,True,0,50,50,87,113,0.435,0.565,62983.0,69539.0,True,0,0,f8776d2101a895a26e19355740382b1c1c8680097d5eadb83dd70d935c2673a2,5dd7e133a052176daeeda9b5ba5fe01aba47354b76f6e14351be4156b85aa69f,2026-07-21T06:30:36+08:00,frozen RCG-ED,1462010.3077840577,True,OPTIMAL,True,1462010.7486697508,1462009.7762754944,6.651074605789763e-07,9.9154024999998,True,True,3.3877695448051677,OPTIMAL,True,1462010.3077840577,3.420780200000081,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_042,main_factorial,42,stress_N0200_A050_C050_DH_O110_S20268042,200,0.5,0.5,H,1.1,20268042,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1618329.9473473672,1618329.9473473672,1618328.7611486732,7.329770396187034e-07,41.80039369998849,42.04966790000617,True,15.617313700000523,0.05992530001094565,0.47285520000150427,25.61448219999147,50,0,True,True,True,0,50,50,167,33,0.835,0.165,115795.0,20327.0,True,0,0,05955c7fb221adce885f5508c64f574a410ed6ca1b8a14717bad7c0b8898be74,bc5c759f6f3d5945a364090cdfde07795454cbfd234867f4ecbda850f8e2dd19,2026-07-21T06:31:18+08:00,frozen RCG-ED,1618329.295575286,True,OPTIMAL,True,1618329.4377088412,1618328.213488652,7.564715568661367e-07,28.96950149999975,True,True,0.6930437475761796,OPTIMAL,True,1618329.295575286,16.336392700000033,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_043,main_factorial,43,stress_N0200_A050_C080_DL_O090_S20268043,200,0.5,0.8,L,0.9,20268043,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1456347.8579250674,1456347.8579250674,1456347.8579250674,0.0,1.1543554999952903,1.3924727999983588,True,1.148949199996423,0.0,0.0,0.0,50,0,True,True,True,0,50,50,71,129,0.355,0.645,59987.0,71804.0,True,0,0,f22422f1950ae604feac49767650af57db91c1b76db369ed3c8f1e491744e514,ce4addb88065bf0f6cd5861468fa487f2f81abdb09ee1aa8a43bf6f557a10fd0,2026-07-21T06:31:19+08:00,frozen RCG-ED,1456347.857925067,True,OPTIMAL,True,1456347.857925068,1456347.8579250665,9.592377633689599e-16,4.933125799999743,True,True,4.273489232753576,OPTIMAL,True,1456347.857925067,1.372718199999781,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_044,main_factorial,44,stress_N0200_A050_C080_DL_O110_S20268044,200,0.5,0.8,L,1.1,20268044,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1687818.1790003045,1687818.1790003045,1687818.1790003045,0.0,1.419627399998717,1.646337099999073,True,1.4142683999962173,0.0,0.0,0.0,50,0,True,True,True,0,50,50,88,112,0.44,0.56,70973.0,64048.0,True,0,0,e880c684f550a530b305d336b2d3dbf709b673812c5fe80a9a0c613eaf970572,7fde46fedfae655ab90db11b7d146aa04252d1ae69f6a8fffce72aef7482566d,2026-07-21T06:31:21+08:00,frozen RCG-ED,1687818.1790003043,True,OPTIMAL,True,1687818.179000305,1687818.1790003048,1.3794770464658417e-16,5.655268299999989,True,True,3.9836285915621943,OPTIMAL,True,1687818.1790003043,1.4805143000003227,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_045,main_factorial,45,stress_N0200_A050_C080_DM_O090_S20268045,200,0.5,0.8,M,0.9,20268045,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1485635.1830989139,1485635.1830989139,1485635.1830989139,0.0,2.6532260999956634,2.8815251999913016,True,2.6435742000030586,0.0,0.0,0.0,50,0,True,True,True,0,50,50,92,108,0.46,0.54,69732.0,65471.0,True,0,0,4c46b7adf857c56ca845f07c25aef2f87c511b3aeaee82351a7339d13fe45b14,244a80d225f7aa90c3f151401b0f98e1756f12a6b51ceb5a11c1760806cd4947,2026-07-21T06:31:24+08:00,frozen RCG-ED,1485635.1830989136,True,OPTIMAL,True,1485635.1830989136,1485635.1830989132,3.134425548110727e-16,15.093835299999682,True,True,5.688861307381362,OPTIMAL,True,1485635.1830989136,3.419579200000044,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_046,main_factorial,46,stress_N0200_A050_C080_DM_O110_S20268046,200,0.5,0.8,M,1.1,20268046,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1628702.8850003914,1628702.8850003914,1628702.8850003914,0.0,4.244138499998371,4.485603799999808,True,4.2321382999944035,0.0,0.0,0.0,50,0,True,True,True,0,50,50,133,67,0.665,0.335,93989.0,39880.0,True,0,0,c3c887e925d34eb37a13a1d7fd6d12f9bbbed52a7c244b02f2eab5d46494481a,8e34764766ce86cd95d535bce6856d16fd6091efde3b1b55c6ba810e5a630369,2026-07-21T06:31:28+08:00,frozen RCG-ED,1628702.8850003919,True,OPTIMAL,True,1628702.885000392,1628702.8850003919,1.4295464556373865e-16,28.098568500000056,True,True,6.620558801276358,OPTIMAL,True,1628702.8850003919,3.9902281999998195,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_047,main_factorial,47,stress_N0200_A050_C080_DH_O090_S20268047,200,0.5,0.8,H,0.9,20268047,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1435567.1287803932,1435567.1287803932,1435567.1287803932,0.0,4.6273244000039995,4.861825200001476,True,4.612726499995915,0.0,0.0,0.0,50,0,True,True,True,0,50,50,92,108,0.46,0.54,65065.0,65670.0,True,0,0,69aba56ca387cb2b0c113896912fd6ebf55880e78d771c49b3820aeb91663244,a18deecac8f18ad415efe058c8580692b4375e5671ed5359868f09e178ebad04,2026-07-21T06:31:33+08:00,frozen RCG-ED,1435567.1287803936,True,OPTIMAL,True,1435567.1287803948,1435567.128780394,4.865616639989674e-16,28.149057399999947,True,True,6.083225416393028,OPTIMAL,True,1435567.1287803936,4.735901500000182,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_048,main_factorial,48,stress_N0200_A050_C080_DH_O110_S20268048,200,0.5,0.8,H,1.1,20268048,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1626777.7737258654,1626777.7737258654,1626776.4348226122,0.0,28.527858699992066,28.797835999997915,True,28.502542500005802,0.0,0.0,0.0,50,0,True,True,True,0,50,50,160,40,0.8,0.2,118046.0,19772.0,True,0,0,78133da7f35b0d5d6e7246a1d04905c77852bc086d2a5991349a2c4720ee555e,618b2e35b836fb7018f1545464324a5fbb6fd40808eab2576d4091c49b82ceab,2026-07-21T06:32:02+08:00,frozen RCG-ED,1626777.6743410132,True,OPTIMAL,True,1626778.0411623258,1626776.5560748777,9.129010906561564e-07,75.80980850000014,True,True,2.657395681086335,OPTIMAL,True,1626777.6743410132,19.502309199999672,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_049,main_factorial,49,stress_N0200_A080_C050_DL_O090_S20268049,200,0.8,0.5,L,0.9,20268049,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1490126.459150312,1490126.459150312,1490126.459150312,0.0,1.0310991000005743,1.2746948999993037,True,1.0267591000010725,0.0,0.0,0.0,80,0,True,True,True,0,80,80,111,89,0.555,0.445,93210.0,45915.0,True,0,0,170b4513de312f2aea00aa53c9e3c14ba923ee363fac1a45db0adc3082841e11,77d26d68e7f05991d6eff9743209588a9bbcb6bd3e70a8b216c791a2f7a2b1cd,2026-07-21T06:32:04+08:00,frozen RCG-ED,1490126.459150312,True,OPTIMAL,True,1490126.4591503125,1490126.4591503118,4.6874674741357e-16,3.6244550999999774,True,True,3.5151374877525923,OPTIMAL,True,1490126.459150312,1.3064072000001943,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_050,main_factorial,50,stress_N0200_A080_C050_DL_O110_S20268050,200,0.8,0.5,L,1.1,20268050,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1531007.5006144375,1531007.5006144375,1531007.5006144375,0.0,1.2094601999997394,1.4491858999972465,True,1.2041888000094332,0.0,0.0,0.0,80,0,True,True,True,0,80,80,121,79,0.605,0.395,96285.0,37946.0,True,0,0,7f61d37da3ff91ef8e7765ec93da79f04b4dd23beee6434f7e79c458617d9966,695a7b64e1b0c31e3962ff36553947003f52e37a60b6e99c583b8e8977d7da34,2026-07-21T06:32:05+08:00,frozen RCG-ED,1531007.5006144377,True,OPTIMAL,True,1531007.5006144382,1531007.5006144375,4.562302475208538e-16,3.1379391000000396,True,True,2.594495544376504,OPTIMAL,True,1531007.5006144377,1.4992631999998594,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_051,main_factorial,51,stress_N0200_A080_C050_DM_O090_S20268051,200,0.8,0.5,M,0.9,20268051,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1436193.791044628,1436193.791044628,1436193.791044628,0.0,1.8036116000002949,2.040190999992774,True,1.7958049000008032,0.0,0.0,0.0,80,0,True,True,True,0,80,80,120,80,0.6,0.4,91021.0,44170.0,True,0,0,e5843845cac5aea598fa3dacd53bfa90b3eea8227b03d4ac85e9fd404289fdf9,17c5afc51863befce7301ac3553baabf270fbb87efbeb9aae503176bf4114f16,2026-07-21T06:32:07+08:00,frozen RCG-ED,1436193.7910446275,True,OPTIMAL,True,1436193.7910446285,1436193.7910446282,1.6211645329876977e-16,9.35628349999979,True,True,5.187526793461664,OPTIMAL,True,1436193.7910446275,2.1283260999998674,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_052,main_factorial,52,stress_N0200_A080_C050_DM_O110_S20268052,200,0.8,0.5,M,1.1,20268052,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1526357.1913851313,1526357.1913851313,1526356.9520196186,0.0,4.117736300002434,4.364831200000481,True,4.108271300006891,0.0,0.0,0.0,80,0,True,True,True,0,80,80,165,35,0.825,0.175,116460.0,18591.0,True,0,0,2477f0364ce5abc709af2dae12f4d47a6cb91ce8b221d7b2ab32db3dbc2585f3,0ffb4c44da858bc432b5a102ca201fa66f67fa93704d8dfb83413b8ba525792f,2026-07-21T06:32:12+08:00,frozen RCG-ED,1526358.2921335138,True,OPTIMAL,True,1526357.2184572043,1526357.0869957716,8.612756639116825e-08,19.18572949999998,True,True,4.6592904698605,OPTIMAL,True,1526358.2921335138,7.311033200000111,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_053,main_factorial,53,stress_N0200_A080_C050_DH_O090_S20268053,200,0.8,0.5,H,0.9,20268053,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1433196.8704479258,1433196.8704479258,1433196.7315625537,0.0,4.2879566999909,4.579804399996647,True,4.2773119999910705,0.0,0.0,0.0,80,0,True,True,True,0,80,80,124,76,0.62,0.38,90336.0,44748.0,True,0,0,c0d76ad310f642bebff4fe9592465a5ced57b6449b5f1a036760d948568f71e1,4d66e6a5e0178b657ef7475551ab6741cbcbbb47a06b438f3454283fd04cbe1f,2026-07-21T06:32:16+08:00,frozen RCG-ED,1433196.9833740673,True,OPTIMAL,True,1433196.7379968378,1433196.7379968374,3.249109315993759e-16,16.92018109999981,True,True,3.94597760281388,OPTIMAL,True,1433196.9833740673,4.602655200000299,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_054,main_factorial,54,stress_N0200_A080_C050_DH_O110_S20268054,200,0.8,0.5,H,1.1,20268054,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1475088.8590861661,1475088.8590861661,1475087.843909486,6.882139160082704e-07,28.474124299988034,28.739668499998515,True,12.304569899992202,0.09358679999422748,0.6611498999991454,15.376338399990345,80,0,True,True,True,0,80,80,182,18,0.91,0.09,120490.0,10272.0,True,0,0,957d4485726870e6f79205dcad860d789004ca9eb2078def9e4616ab1e029909,0c18e45ffe777f09e0e258d3d17342146e9a5962f91e88b5dedecaee0ed6d5ea,2026-07-21T06:32:45+08:00,frozen RCG-ED,1475088.9617219989,True,OPTIMAL,True,1475088.479558552,1475087.9964409636,3.275177014972297e-07,43.31859020000002,True,True,1.5213317798159018,OPTIMAL,True,1475088.9617219989,10.809363500000018,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_055,main_factorial,55,stress_N0200_A080_C080_DL_O090_S20268055,200,0.8,0.8,L,0.9,20268055,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1370368.877076619,1370368.877076619,1370368.877076619,0.0,1.923800200005644,2.1567638000124134,True,1.9154134999989765,0.0,0.0,0.0,80,0,True,True,True,0,80,80,107,93,0.535,0.465,79645.0,48306.0,True,0,0,95814e85f907a07b92e2f0118d6fd8172972ebecba402dd563b28657b4085f1c,e2ea09d583c7f09cd6bb4f422ccf09ffbed63353d983cd9efc5c7bc0538e70e0,2026-07-21T06:32:47+08:00,frozen RCG-ED,1370368.8770766184,True,OPTIMAL,True,1370368.877076619,1370368.8770766188,1.699036278104642e-16,9.131342099999983,True,True,4.746512709569941,OPTIMAL,True,1370368.8770766184,2.5570060000000012,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_056,main_factorial,56,stress_N0200_A080_C080_DL_O110_S20268056,200,0.8,0.8,L,1.1,20268056,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1544059.3414057873,1544059.3414057873,1544059.3414057873,0.0,2.415027299997746,2.6626278000039747,True,2.4059192999993684,0.0,0.0,0.0,80,0,True,True,True,0,80,80,132,68,0.66,0.34,100551.0,33655.0,True,0,0,21ae26a945cacd32771c797dfdc3cd825a1c409548584c16b852eb8d1cf3a435,517f4b328d86957c603e26f198e57bbe79ccf8dafee09a841428a00a3bd6f53c,2026-07-21T06:32:50+08:00,frozen RCG-ED,1544059.3414057877,True,OPTIMAL,True,1544059.341405788,1544059.3414057877,1.5079125355498907e-16,10.921339200000148,True,True,4.522242543597889,OPTIMAL,True,1544059.3414057877,2.837457899999663,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_057,main_factorial,57,stress_N0200_A080_C080_DM_O090_S20268057,200,0.8,0.8,M,0.9,20268057,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1376818.926815349,1376818.926815349,1376818.926815349,0.0,3.805949800007511,4.056560400000308,True,3.788416200011852,0.0,0.0,0.0,80,0,True,True,True,0,80,80,121,79,0.605,0.395,83833.0,44365.0,True,0,0,8a04e290fb87f5b28c87278463f4ab6fe88a30b6a03ac6005a1e87d4f7d11b5a,fa322ebd94e53e544010dc614eeebdae02d2d6e5768590549aefd066f1bbd3c2,2026-07-21T06:32:54+08:00,frozen RCG-ED,1376818.9268153496,True,OPTIMAL,True,1376818.92681535,1376818.9268153496,3.3821534425360984e-16,30.81863489999978,True,True,8.097488542791332,OPTIMAL,True,1376818.9268153496,5.832518300000629,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_058,main_factorial,58,stress_N0200_A080_C080_DM_O110_S20268058,200,0.8,0.8,M,1.1,20268058,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,1507031.958245421,1507031.958245421,1507031.958245421,0.0,7.394533200000296,7.700476400001207,True,7.352890699999989,0.0,0.0,0.0,80,0,True,True,True,0,80,80,162,38,0.81,0.19,112575.0,20921.0,True,0,0,7c57801893248e2f222ae84935e8c5abbef69a41d200fdfa61d68f15d6ceb113,5fde1de27a158bb567aa09a7f7643b1c4609afd7fdba8be68000899ea421f260,2026-07-21T06:33:02+08:00,frozen RCG-ED,1507031.958245421,True,OPTIMAL,True,1507031.9582454208,1507031.9582454208,0.0,39.47786850000011,True,True,5.338791162638708,OPTIMAL,True,1507031.958245421,10.324461899999733,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
